order_id,customer_id,restaurant_id,order_date,payment_method,order_status,total_amount
8088,674,67,2025-08-18,UPI,Cancelled,1312.96
8089,166,41,2025-10-12,UPI,Cancelled,1243.18
8090,524,56,2025-03-21,Cash,Cancelled,2668.37
8091,50,26,2025-01-17,Card,Cancelled,2949.27
8092,962,78,2025-09-06,Card,Cancelled,1808.95
8093,87,33,2025-12-13,Card,Delivered,2165.03
8094,196,88,2025-05-08,Card,Cancelled,373.42
8095,759,6,2025-11-13,Cash,Delivered,2856.03
8096,960,17,2025-01-20,Card,Cancelled,2120.05
8097,142,38,2025-08-01,UPI,Delivered,1971.75
8098,826,1,2025-08-26,UPI,Delivered,2558.13
8099,848,27,2025-03-06,Cash,Cancelled,1293.73
8100,115,85,2025-02-16,UPI,Cancelled,955.15
8101,532,50,2025-09-28,Card,Cancelled,1149.88
8102,170,13,2025-05-23,Cash,Delivered,2216.02
8103,820,97,2025-11-09,Card,Cancelled,2296.51
8104,990,64,2025-01-18,Card,Delivered,1119.51
8105,189,5,2025-08-13,Card,Cancelled,1925.37
8106,315,52,2025-04-15,UPI,Delivered,1407.5
8107,962,62,2025-12-28,Cash,Cancelled,2738.21
8108,511,100,2025-06-25,Card,Delivered,1276.89
8109,179,53,2025-04-19,Card,Delivered,675.6
8110,814,11,2025-03-13,Cash,Delivered,2777.38
8111,310,33,2025-09-17,Cash,Cancelled,628.58
8112,391,96,2025-06-01,Card,Delivered,914.62
8113,651,31,2025-09-17,Card,Cancelled,2438.65
8114,669,46,2025-09-20,UPI,Delivered,2183.4
8115,602,32,2025-03-17,UPI,Cancelled,1570.03
8116,296,67,2025-09-12,Card,Delivered,1004.63
8117,167,76,2025-05-04,Card,Cancelled,862.43
8118,913,19,2025-02-09,Card,Delivered,453.11
8119,737,59,2025-09-24,UPI,Cancelled,2098.59
8120,654,55,2025-02-01,Cash,Delivered,2365.51
8121,948,23,2025-12-27,Card,Cancelled,2183.96
8122,135,72,2025-09-01,Card,Delivered,2011.46
8123,342,9,2025-06-15,Card,Cancelled,2149.4
8124,952,85,2025-05-28,UPI,Cancelled,2102.98
8125,500,17,2025-03-07,Cash,Delivered,470.99
8126,277,50,2025-06-27,UPI,Delivered,473.82
8127,489,64,2025-12-26,Card,Delivered,346.86
8128,456,33,2025-09-07,Cash,Delivered,1041.38
8129,377,9,2025-09-25,Cash,Cancelled,1632.96
8130,289,99,2025-03-07,Card,Cancelled,2780.04
8131,541,76,2025-08-23,Cash,Delivered,693.92
8132,512,35,2025-05-01,Card,Delivered,2768.13
8133,362,19,2025-06-10,Card,Delivered,330.73
8134,755,54,2025-05-04,UPI,Delivered,2477.17
8135,191,31,2025-08-16,UPI,Delivered,2496.86
8136,634,10,2025-05-26,UPI,Cancelled,666.38
8137,539,31,2025-09-25,UPI,Delivered,2959.29
8138,457,15,2025-07-21,Card,Delivered,2418.15
8139,100,3,2025-05-11,Card,Delivered,355.92
8140,403,90,2025-08-22,Cash,Cancelled,482.22
8141,329,46,2025-12-20,Card,Cancelled,1268.76
8142,984,73,2025-09-29,Card,Cancelled,1010.93
8143,940,54,2025-05-20,Card,Cancelled,1345.89
8144,479,56,2025-08-26,UPI,Delivered,1029.02
8145,769,30,2025-05-16,Cash,Cancelled,1740.85
8146,467,97,2025-01-20,Cash,Cancelled,282.14
8147,76,13,2025-04-05,UPI,Delivered,1629.67
8148,871,52,2025-07-29,Card,Cancelled,2312.43
8149,10,59,2025-07-11,Cash,Cancelled,2450.73
8150,764,94,2025-12-17,UPI,Cancelled,1977.01
8151,845,5,2025-07-16,Cash,Delivered,415.57
8152,236,49,2025-02-03,UPI,Delivered,2916.66
8153,506,86,2025-08-10,Cash,Delivered,449.57
8154,24,97,2025-02-10,Card,Cancelled,2483.18
8155,622,98,2025-10-12,Cash,Delivered,681.85
8156,633,21,2025-12-21,Cash,Cancelled,225.67
8157,441,99,2025-05-14,Card,Delivered,1876.58
8158,928,38,2025-09-08,Card,Cancelled,1346.49
8159,843,79,2025-11-27,Cash,Delivered,2561.82
8160,226,78,2025-10-04,Cash,Cancelled,1401.02
8161,920,60,2025-12-12,UPI,Cancelled,1090.86
8162,564,53,2025-05-10,Card,Delivered,1020.7
8163,751,37,2025-07-10,UPI,Delivered,2740.47
8164,459,19,2025-10-10,Card,Delivered,2122.53
8165,631,25,2025-12-15,Cash,Cancelled,1516.89
8166,813,19,2025-07-29,Cash,Cancelled,2755.61
8167,978,96,2025-09-14,Cash,Cancelled,2850.9
8168,349,2,2025-11-20,Cash,Delivered,1849.71
8169,314,82,2025-12-14,Card,Cancelled,876.27
8170,618,11,2025-07-19,Card,Cancelled,1132.39
8171,444,48,2025-10-21,Cash,Cancelled,621.84
8172,177,33,2025-08-25,Cash,Cancelled,2862.19
8173,754,60,2025-03-25,Card,Delivered,2774.02
8174,707,44,2025-07-31,Cash,Delivered,494.08
8175,683,81,2025-01-23,Card,Cancelled,1687.09
8176,911,68,2025-02-12,UPI,Cancelled,1938.52
8177,942,54,2025-12-11,Cash,Cancelled,399.07
8178,623,73,2025-09-24,UPI,Delivered,950.01
8179,683,37,2025-01-26,Cash,Cancelled,309.87
8180,205,99,2025-02-11,Cash,Cancelled,2287.74
8181,737,23,2025-03-26,Cash,Delivered,912.15
8182,341,30,2025-03-12,Cash,Cancelled,2409.08
8183,927,67,2025-08-11,UPI,Delivered,2478.18
8184,897,15,2025-07-24,UPI,Cancelled,2695.63
8185,195,61,2025-10-15,Cash,Cancelled,938.53
8186,159,21,2025-10-06,Cash,Cancelled,340.08
8187,216,58,2025-02-09,Cash,Cancelled,2008.7
8188,127,20,2025-05-10,Cash,Cancelled,2457.79
8189,236,8,2025-08-05,UPI,Cancelled,2272.05
8190,69,41,2025-05-07,UPI,Delivered,1061.69
8191,642,37,2025-12-05,Cash,Delivered,385.76
8192,374,7,2025-03-21,Card,Cancelled,1468.91
8193,749,47,2025-01-18,UPI,Cancelled,2136.35
8194,960,2,2025-10-24,Cash,Cancelled,2287.84
8195,302,38,2025-06-13,Cash,Delivered,1094.04
8196,734,21,2025-11-28,UPI,Cancelled,1999.19
8197,427,77,2025-08-18,UPI,Delivered,1662.0
8198,432,12,2025-04-24,Cash,Cancelled,1827.02
8199,190,75,2025-05-26,Cash,Cancelled,503.81
8200,514,66,2025-06-16,Card,Cancelled,1416.83
8201,626,67,2025-01-09,Card,Delivered,2062.24
8202,273,44,2025-06-27,Cash,Cancelled,1407.61
8203,737,11,2025-11-07,Cash,Delivered,2483.88
8204,914,25,2025-12-18,Cash,Cancelled,2508.33
8205,763,13,2025-08-28,Cash,Delivered,1948.34
8206,708,48,2025-01-18,Card,Delivered,2002.66
8207,372,64,2025-03-22,Cash,Delivered,2837.17
8208,270,32,2025-07-08,UPI,Delivered,1645.07
8209,777,58,2025-03-06,Cash,Delivered,2141.51
8210,460,58,2025-04-14,Card,Cancelled,1682.61
8211,362,69,2025-03-20,Card,Delivered,2764.5
8212,270,67,2025-01-14,Card,Delivered,1908.07
8213,847,77,2025-10-30,Cash,Cancelled,659.07
8214,765,13,2025-09-04,Card,Cancelled,1501.42
8215,585,84,2025-10-19,UPI,Delivered,196.19
8216,555,15,2025-06-17,Cash,Cancelled,2797.99
8217,268,35,2025-03-26,Cash,Cancelled,292.41
8218,508,7,2025-05-13,Cash,Delivered,1036.18
8219,491,94,2025-08-05,Cash,Cancelled,625.98
8220,952,74,2025-06-11,Card,Delivered,627.3
8221,82,48,2025-12-16,UPI,Delivered,2506.2
8222,247,84,2025-10-11,Card,Delivered,217.09
8223,878,97,2025-08-05,UPI,Cancelled,1302.1
8224,797,93,2025-04-24,Card,Cancelled,2752.38
8225,168,86,2025-07-14,UPI,Cancelled,1129.47
8226,11,90,2025-06-22,Card,Delivered,2260.79
8227,523,50,2025-10-27,UPI,Cancelled,2528.47
8228,989,8,2025-12-17,Card,Cancelled,1125.51
8229,470,22,2025-04-20,Card,Delivered,1504.55
8230,981,5,2025-09-13,Cash,Delivered,731.28
8231,261,89,2025-04-10,UPI,Delivered,290.0
8232,111,90,2025-09-26,Card,Delivered,1712.22
8233,51,57,2025-07-30,UPI,Delivered,538.83
8234,992,17,2025-10-26,UPI,Delivered,2977.13
8235,345,44,2025-05-20,Card,Cancelled,2130.77
8236,929,98,2025-07-19,Card,Cancelled,767.85
8237,14,33,2025-11-23,Cash,Cancelled,1370.37
8238,602,9,2025-07-11,Cash,Delivered,2689.06
8239,524,16,2025-01-09,Card,Cancelled,627.67
8240,232,63,2025-10-03,Card,Delivered,262.35
8241,263,32,2025-05-04,UPI,Delivered,1703.08
8242,214,9,2025-02-03,Card,Delivered,2982.44
8243,762,38,2025-09-19,Cash,Delivered,1591.29
8244,779,35,2025-07-12,UPI,Delivered,286.51
8245,373,94,2025-01-07,Cash,Delivered,2204.8
8246,259,3,2025-03-23,Card,Cancelled,842.25
8247,715,65,2025-03-16,Cash,Cancelled,1732.2
8248,58,36,2025-10-10,Cash,Delivered,2525.18
8249,207,49,2025-04-19,Card,Delivered,1424.3
8250,728,26,2025-08-03,Cash,Cancelled,2619.47
8251,188,47,2025-11-27,Card,Delivered,2725.78
8252,814,89,2025-12-03,Card,Delivered,190.77
8253,548,90,2025-10-05,Cash,Delivered,1775.33
8254,306,99,2025-09-03,Cash,Delivered,2788.08
8255,671,13,2025-09-22,Cash,Cancelled,1033.48
8256,544,11,2025-01-31,Card,Delivered,1260.17
8257,930,13,2025-09-25,Cash,Cancelled,211.09
8258,316,88,2025-07-25,Card,Delivered,899.44
8259,260,70,2025-06-16,UPI,Cancelled,779.25
8260,631,31,2025-12-05,UPI,Delivered,2508.53
8261,823,55,2025-04-30,Card,Delivered,1938.47
8262,932,91,2025-11-03,UPI,Delivered,1230.74
8263,715,97,2025-10-24,Card,Delivered,435.19
8264,594,73,2025-07-19,UPI,Cancelled,2324.16
8265,581,82,2025-10-31,Cash,Cancelled,1494.52
8266,344,87,2025-02-02,UPI,Cancelled,984.18
8267,605,72,2025-07-02,Cash,Cancelled,225.33
8268,370,49,2025-07-03,UPI,Delivered,979.68
8269,605,62,2025-06-16,Cash,Cancelled,1702.58
8270,325,10,2025-02-22,Card,Cancelled,2985.28
8271,74,91,2025-05-09,Cash,Delivered,1226.66
8272,739,55,2025-03-29,UPI,Delivered,311.78
8273,138,33,2025-09-30,Cash,Delivered,2834.13
8274,271,9,2025-12-16,UPI,Cancelled,618.46
8275,947,61,2025-06-10,Cash,Delivered,1602.19
8276,989,41,2025-10-11,Cash,Cancelled,1345.67
8277,126,12,2025-03-21,Cash,Delivered,520.89
8278,35,76,2025-08-24,Cash,Cancelled,1726.25
8279,289,38,2025-10-24,Card,Cancelled,444.41
8280,396,22,2025-07-03,Cash,Cancelled,2469.02
8281,775,47,2025-07-23,UPI,Delivered,2421.88
8282,338,52,2025-06-24,Cash,Cancelled,939.42
8283,798,83,2025-09-15,Card,Delivered,2782.02
8284,612,9,2025-05-06,UPI,Delivered,2096.37
8285,211,35,2025-03-02,Cash,Delivered,1735.41
8286,278,29,2025-11-12,Cash,Cancelled,1808.47
8287,121,77,2025-12-25,Cash,Cancelled,1481.87
8288,17,81,2025-02-20,UPI,Cancelled,657.78
8289,397,59,2025-07-24,UPI,Delivered,2210.71
8290,866,42,2025-11-06,Cash,Delivered,912.6
8291,820,34,2025-07-17,Card,Delivered,2632.55
8292,7,48,2025-12-17,Cash,Cancelled,515.48
8293,197,78,2025-09-01,Card,Cancelled,2009.6
8294,875,43,2025-04-03,Cash,Cancelled,1999.36
8295,884,62,2025-12-09,Cash,Cancelled,2806.74
8296,907,54,2025-09-08,Cash,Delivered,2142.66
8297,828,81,2025-02-19,Cash,Delivered,1804.3
8298,73,54,2025-05-11,Card,Cancelled,382.23
8299,918,72,2025-09-27,Card,Cancelled,500.32
8300,640,23,2025-05-16,Cash,Cancelled,1251.32
8301,865,23,2025-10-12,UPI,Delivered,1242.22
8302,425,71,2025-11-20,Card,Cancelled,2322.57
8303,313,79,2025-08-16,Card,Delivered,1631.86
8304,400,59,2025-12-20,UPI,Delivered,1721.94
8305,131,93,2025-01-11,UPI,Cancelled,1908.56
8306,530,13,2025-10-04,Card,Cancelled,2610.92
8307,446,99,2025-03-31,UPI,Cancelled,1542.52
8308,277,78,2025-09-06,UPI,Cancelled,211.69
8309,194,19,2025-01-31,UPI,Cancelled,2752.45
8310,974,43,2025-08-31,UPI,Delivered,156.64
8311,395,69,2025-01-12,Card,Delivered,1385.88
8312,196,6,2025-06-06,Cash,Cancelled,413.93
8313,601,81,2025-06-05,UPI,Delivered,1972.05
8314,590,34,2025-01-18,Card,Delivered,346.48
8315,347,23,2025-08-13,Cash,Cancelled,2243.98
8316,828,87,2025-05-04,UPI,Delivered,251.73
8317,992,98,2025-09-13,Cash,Delivered,396.53
8318,40,28,2025-06-23,Card,Delivered,755.41
8319,354,95,2025-09-19,Cash,Delivered,2323.27
8320,417,33,2025-12-12,Card,Delivered,239.39
8321,915,84,2025-04-03,Cash,Cancelled,1556.47
8322,726,55,2025-11-20,Cash,Cancelled,2220.62
8323,707,28,2025-09-21,UPI,Cancelled,549.88
8324,724,66,2025-06-15,Cash,Cancelled,2090.35
8325,147,84,2025-06-10,Card,Cancelled,473.05
8326,194,8,2025-11-16,Cash,Cancelled,1315.74
8327,206,52,2025-09-27,Card,Delivered,2037.13
8328,553,64,2025-03-01,Cash,Cancelled,352.15
8329,573,53,2025-10-09,Card,Delivered,2471.5
8330,49,10,2025-07-16,UPI,Cancelled,2068.16
8331,174,19,2025-10-07,Card,Delivered,621.06
8332,938,62,2025-01-19,Cash,Delivered,445.2
8333,772,97,2025-02-23,Cash,Cancelled,1583.5
8334,408,21,2025-02-24,Card,Cancelled,1524.0
8335,970,61,2025-12-29,UPI,Delivered,2225.3
8336,560,68,2025-05-10,UPI,Cancelled,688.51
8337,860,49,2025-06-18,Cash,Cancelled,1648.89
8338,486,53,2025-04-21,Card,Cancelled,1221.3
8339,469,17,2025-03-20,Card,Cancelled,2062.09
8340,85,56,2025-11-10,Card,Delivered,291.84
8341,928,89,2025-03-09,Card,Delivered,2550.66
8342,296,61,2025-08-20,Card,Delivered,1147.85
8343,45,7,2025-11-05,UPI,Delivered,752.04
8344,999,86,2025-06-21,Card,Delivered,2301.36
8345,212,85,2025-07-13,Card,Delivered,1477.88
8346,861,40,2025-08-07,UPI,Cancelled,1626.34
8347,471,77,2025-10-19,Cash,Cancelled,1205.9
8348,4,50,2025-11-08,UPI,Delivered,2498.28
8349,552,41,2025-05-26,Card,Delivered,1910.89
8350,652,68,2025-09-15,Cash,Cancelled,1418.77
8351,71,27,2025-12-29,UPI,Cancelled,1029.48
8352,476,94,2025-05-04,Card,Cancelled,1018.32
8353,558,80,2025-06-27,Cash,Delivered,1552.98
8354,136,75,2025-01-22,Cash,Cancelled,1206.9
8355,204,65,2025-03-23,UPI,Cancelled,1492.06
8356,837,82,2025-05-02,Cash,Cancelled,2180.11
8357,593,91,2025-03-15,Cash,Cancelled,903.13
8358,607,79,2025-05-10,UPI,Delivered,2605.0
8359,523,26,2025-08-16,Cash,Cancelled,355.45
8360,203,74,2025-09-17,Cash,Cancelled,2244.65
8361,336,1,2025-07-22,Card,Cancelled,475.1
8362,292,36,2025-08-16,Cash,Cancelled,1850.77
8363,757,9,2025-09-23,Cash,Cancelled,1985.97
8364,47,94,2025-06-02,Cash,Delivered,2290.91
8365,387,3,2025-05-29,Card,Delivered,608.68
8366,290,100,2025-04-13,UPI,Cancelled,1193.41
8367,215,6,2025-09-01,UPI,Cancelled,1901.96
8368,98,1,2025-10-20,Cash,Delivered,537.86
8369,260,98,2025-11-14,Card,Cancelled,1670.52
8370,772,14,2025-10-14,UPI,Cancelled,1648.77
8371,964,73,2025-03-22,Card,Cancelled,529.69
8372,23,42,2025-12-24,Cash,Cancelled,562.36
8373,793,75,2025-03-05,UPI,Delivered,392.77
8374,558,43,2025-10-06,Cash,Delivered,300.35
8375,130,62,2025-08-30,Card,Delivered,1713.53
8376,346,23,2025-06-13,UPI,Cancelled,2920.55
8377,465,34,2025-03-21,Cash,Delivered,603.47
8378,401,18,2025-04-01,Cash,Cancelled,1948.89
8379,340,69,2025-11-18,Card,Delivered,2120.07
8380,458,46,2025-10-19,UPI,Delivered,858.24
8381,893,6,2025-09-30,UPI,Cancelled,1801.47
8382,604,77,2025-05-24,Card,Cancelled,1641.06
8383,188,69,2025-12-31,Card,Delivered,2281.08
8384,593,80,2025-10-29,Card,Cancelled,2482.97
8385,842,20,2025-10-25,Card,Cancelled,440.29
8386,575,36,2025-11-02,Cash,Cancelled,2788.37
8387,217,47,2025-08-09,UPI,Cancelled,1299.25
8388,291,15,2025-12-28,Card,Cancelled,2896.15
8389,914,58,2025-04-26,Cash,Cancelled,430.88
8390,725,8,2025-07-03,Cash,Delivered,2817.7
8391,966,36,2025-01-29,Card,Cancelled,1039.11
8392,674,91,2025-02-27,Card,Cancelled,1185.13
8393,565,99,2025-11-25,UPI,Cancelled,2519.95
8394,951,38,2025-07-08,Cash,Cancelled,2805.74
8395,459,100,2025-09-24,Card,Delivered,2248.2
8396,419,16,2025-10-12,Cash,Delivered,1800.35
8397,374,12,2025-10-16,Cash,Cancelled,1238.0
8398,648,55,2025-12-03,Card,Delivered,2361.62
8399,448,60,2025-07-08,Card,Delivered,718.59
8400,599,8,2025-10-20,UPI,Cancelled,898.15
8401,150,1,2025-11-17,Card,Cancelled,1167.59
8402,707,47,2025-11-24,UPI,Delivered,1517.82
8403,884,62,2025-06-30,Card,Delivered,2033.38
8404,950,57,2025-01-12,UPI,Delivered,1404.5
8405,502,40,2025-01-21,Cash,Delivered,2645.41
8406,709,71,2025-01-19,Cash,Cancelled,2334.92
8407,665,19,2025-05-27,Card,Delivered,1847.3
8408,269,4,2025-01-17,Card,Cancelled,1803.79
8409,632,38,2025-05-31,Card,Cancelled,440.38
8410,807,9,2025-03-30,UPI,Cancelled,2263.47
8411,126,30,2025-03-13,Card,Cancelled,2578.33
8412,165,68,2025-06-07,UPI,Cancelled,1828.99
8413,758,91,2025-10-29,Cash,Delivered,2551.27
8414,825,83,2025-01-04,UPI,Delivered,878.57
8415,915,85,2025-10-20,Card,Delivered,2660.81
8416,571,94,2025-12-28,Cash,Delivered,1807.69
8417,945,61,2025-03-12,UPI,Delivered,1885.42
8418,267,16,2025-09-24,Card,Delivered,2904.11
8419,142,8,2025-01-18,Cash,Delivered,1753.32
8420,628,28,2025-03-28,Card,Delivered,456.46
8421,163,22,2025-02-21,UPI,Delivered,654.72
8422,899,48,2025-11-25,UPI,Delivered,1567.29
8423,774,93,2025-08-27,Cash,Cancelled,2155.55
8424,572,42,2025-07-21,Cash,Delivered,2689.41
8425,254,69,2025-01-17,UPI,Cancelled,2126.79
8426,677,19,2025-01-23,Card,Delivered,1151.6
8427,60,16,2025-10-14,UPI,Cancelled,1423.84
8428,636,95,2025-12-22,Card,Cancelled,403.53
8429,361,15,2025-12-14,UPI,Delivered,707.21
8430,228,2,2025-06-01,Cash,Delivered,288.83
8431,512,45,2025-10-16,UPI,Delivered,2772.11
8432,634,28,2025-04-29,UPI,Cancelled,2574.76
8433,988,37,2025-03-09,UPI,Delivered,1552.94
8434,851,85,2025-12-05,Card,Cancelled,860.7
8435,404,70,2025-05-17,Cash,Delivered,2849.52
8436,314,68,2025-08-24,Cash,Cancelled,1567.21
8437,321,67,2025-06-21,UPI,Cancelled,2869.14
8438,853,76,2025-09-18,Card,Delivered,2038.17
8439,382,66,2025-04-28,UPI,Cancelled,1757.94
8440,349,90,2025-03-28,Card,Delivered,1744.18
8441,871,58,2025-04-25,Card,Delivered,1743.12
8442,719,25,2025-09-01,UPI,Cancelled,385.03
8443,75,30,2025-10-08,Card,Cancelled,2791.82
8444,457,58,2025-06-25,UPI,Cancelled,1138.13
8445,45,61,2025-07-08,UPI,Delivered,318.36
8446,703,8,2025-12-03,UPI,Delivered,2850.99
8447,942,31,2025-03-08,UPI,Cancelled,1409.65
8448,852,63,2025-05-09,UPI,Cancelled,1752.7
8449,467,97,2025-03-04,Card,Cancelled,1087.57
8450,88,40,2025-10-08,Card,Cancelled,911.77
8451,631,61,2025-05-07,Card,Cancelled,1681.43
8452,693,63,2025-03-27,Card,Cancelled,1482.7
8453,634,18,2025-11-23,Cash,Cancelled,1008.61
8454,589,25,2025-07-13,Cash,Cancelled,2213.14
8455,996,98,2025-04-09,UPI,Cancelled,1578.21
8456,545,87,2025-12-29,Cash,Delivered,1867.14
8457,363,22,2025-02-08,UPI,Delivered,2797.57
8458,183,100,2025-07-30,Cash,Delivered,2090.28
8459,761,54,2025-12-26,Card,Cancelled,1527.5
8460,415,85,2025-12-25,UPI,Cancelled,1362.42
8461,298,53,2025-12-25,Card,Cancelled,1150.11
8462,265,7,2025-03-01,Cash,Cancelled,2953.27
8463,197,90,2025-07-16,UPI,Delivered,1187.12
8464,332,32,2025-09-16,Cash,Cancelled,2780.05
8465,148,35,2025-02-25,UPI,Delivered,2101.44
8466,804,20,2025-01-09,Cash,Delivered,338.45
8467,866,16,2025-07-06,Cash,Cancelled,2613.86
8468,589,63,2025-02-05,Card,Cancelled,2882.01
8469,713,91,2025-05-22,Cash,Delivered,2193.33
8470,831,29,2025-12-21,Card,Cancelled,1958.14
8471,349,25,2025-09-16,Card,Cancelled,442.93
8472,605,57,2025-08-15,UPI,Cancelled,2697.88
8473,343,59,2025-10-17,Card,Delivered,257.89
8474,117,95,2025-06-21,Card,Delivered,579.13
8475,639,32,2025-08-07,UPI,Cancelled,2894.16
8476,938,4,2025-07-23,Cash,Cancelled,1502.97
8477,338,76,2025-08-06,UPI,Cancelled,2950.22
8478,426,50,2025-10-20,Card,Delivered,2778.47
8479,144,70,2025-05-19,Cash,Delivered,380.01
8480,100,66,2025-11-12,Cash,Delivered,1206.01
8481,641,77,2025-09-30,Card,Cancelled,649.33
8482,143,32,2025-01-14,Card,Delivered,2616.88
8483,316,97,2025-01-06,Card,Delivered,719.47
8484,811,62,2025-11-14,Card,Cancelled,2034.67
8485,76,48,2025-08-24,Card,Cancelled,1127.4
8486,141,12,2025-11-02,Card,Delivered,1805.41
8487,491,59,2025-06-19,Card,Delivered,1500.73
8488,954,18,2025-06-28,Cash,Delivered,235.0
8489,688,26,2025-01-19,UPI,Delivered,2591.35
8490,144,54,2025-10-31,Cash,Delivered,2565.65
8491,652,17,2025-09-26,Cash,Cancelled,1913.63
8492,771,87,2025-02-22,UPI,Cancelled,682.57
8493,229,63,2025-09-15,UPI,Delivered,2541.85
8494,167,27,2025-03-08,Cash,Cancelled,2361.25
8495,184,46,2025-12-04,UPI,Cancelled,2302.21
8496,760,89,2025-08-06,Card,Delivered,2689.83
8497,628,3,2025-03-19,Card,Delivered,213.05
8498,756,29,2025-11-17,Card,Cancelled,1488.61
8499,846,76,2025-01-03,UPI,Delivered,801.02
8500,184,13,2025-09-18,Card,Cancelled,1520.54
8501,206,18,2025-10-19,Cash,Delivered,1171.88
8502,566,32,2025-03-20,UPI,Delivered,678.09
8503,898,75,2025-09-15,Cash,Cancelled,432.43
8504,184,3,2025-07-29,Cash,Cancelled,1516.81
8505,748,51,2025-09-01,Card,Cancelled,1967.36
8506,763,94,2025-07-30,Cash,Delivered,326.73
8507,5,27,2025-10-07,Card,Delivered,2879.63
8508,136,66,2025-08-07,Card,Cancelled,554.86
8509,110,94,2025-06-19,Card,Delivered,1640.55
8510,884,46,2025-02-05,Cash,Delivered,596.95
8511,927,82,2025-04-06,UPI,Cancelled,861.89
8512,749,21,2025-03-19,Cash,Delivered,2029.8
8513,808,79,2025-11-13,UPI,Delivered,960.16
8514,914,26,2025-12-30,Card,Cancelled,1987.25
8515,257,3,2025-01-27,UPI,Cancelled,2923.01
8516,256,85,2025-07-14,UPI,Delivered,310.74
8517,797,83,2025-03-10,Card,Delivered,1460.1
8518,964,47,2025-04-13,UPI,Cancelled,375.65
8519,596,9,2025-03-01,Cash,Delivered,2362.72
8520,125,35,2025-11-14,UPI,Cancelled,2979.97
8521,544,66,2025-11-17,Card,Cancelled,937.31
8522,934,81,2025-01-20,UPI,Delivered,1501.29
8523,306,58,2025-11-03,UPI,Delivered,1225.53
8524,713,56,2025-11-13,Card,Cancelled,375.13
8525,268,44,2025-01-14,UPI,Cancelled,1582.69
8526,522,90,2025-04-19,UPI,Cancelled,2794.15
8527,923,73,2025-04-15,Cash,Delivered,1688.74
8528,223,89,2025-08-03,Card,Delivered,2648.42
8529,222,21,2025-03-31,UPI,Delivered,2205.24
8530,759,35,2025-03-18,Cash,Delivered,2806.88
8531,685,87,2025-08-15,Card,Delivered,548.06
8532,736,52,2025-05-23,Card,Cancelled,2033.14
8533,381,40,2025-08-17,Cash,Delivered,2621.77
8534,643,80,2025-05-20,Cash,Cancelled,2511.65
8535,174,42,2025-02-13,Cash,Cancelled,239.11
8536,761,61,2025-05-21,Cash,Cancelled,2847.62
8537,488,85,2025-06-15,Card,Delivered,1421.85
8538,392,75,2025-04-17,Card,Cancelled,1796.87
8539,38,41,2025-04-11,Card,Delivered,2887.89
8540,869,62,2025-03-23,Cash,Delivered,1377.27
8541,510,11,2025-02-10,Card,Cancelled,1004.53
8542,109,97,2025-04-15,Cash,Delivered,962.68
8543,50,2,2025-08-22,UPI,Cancelled,810.99
8544,11,35,2025-02-28,UPI,Cancelled,1766.49
8545,305,20,2025-09-21,Card,Cancelled,1796.07
8546,286,53,2025-07-11,Card,Delivered,2191.39
8547,753,85,2025-05-10,Cash,Cancelled,927.2
8548,11,67,2025-03-03,UPI,Delivered,419.81
8549,10,49,2025-11-11,Card,Cancelled,1994.5
8550,390,75,2025-07-07,Card,Delivered,1031.88
8551,983,79,2025-10-28,Card,Delivered,1923.01
8552,786,54,2025-10-26,Card,Cancelled,609.21
8553,208,11,2025-04-27,Card,Delivered,2582.4
8554,562,94,2025-12-28,Card,Delivered,2930.9
8555,338,15,2025-09-19,Cash,Cancelled,243.35
8556,47,69,2025-09-18,UPI,Delivered,2517.31
8557,458,76,2025-09-18,Card,Delivered,2063.57
8558,582,13,2025-07-12,Cash,Delivered,2707.17
8559,136,39,2025-10-10,Cash,Delivered,2071.77
8560,26,39,2025-08-22,Cash,Delivered,1866.71
8561,270,81,2025-07-18,Cash,Delivered,295.05
8562,835,59,2025-06-03,Cash,Cancelled,853.35
8563,756,57,2025-02-15,UPI,Delivered,1261.09
8564,499,7,2025-10-01,Card,Delivered,1298.77
8565,38,88,2025-10-09,UPI,Delivered,2858.66
8566,494,85,2025-01-15,Card,Delivered,2801.34
8567,121,41,2025-11-23,UPI,Delivered,1214.2
8568,45,2,2025-10-09,Card,Delivered,930.35
8569,18,11,2025-08-01,UPI,Cancelled,923.27
8570,808,96,2025-04-09,Cash,Delivered,1966.74
8571,185,44,2025-09-24,Card,Cancelled,2316.56
8572,80,1,2025-09-29,Card,Delivered,2220.44
8573,609,10,2025-11-07,Cash,Cancelled,906.19
8574,424,93,2025-03-27,UPI,Delivered,1578.8
8575,489,85,2025-04-03,Card,Cancelled,627.84
8576,656,93,2025-11-16,Cash,Delivered,1022.54
8577,403,3,2025-01-27,UPI,Delivered,463.36
8578,280,64,2025-10-26,UPI,Delivered,1403.14
8579,683,56,2025-06-09,Cash,Delivered,861.44
8580,217,92,2025-07-04,UPI,Delivered,2872.13
8581,9,45,2025-05-26,UPI,Delivered,781.19
8582,392,48,2025-07-02,UPI,Cancelled,1181.93
8583,646,89,2025-09-05,Cash,Cancelled,2164.22
8584,281,50,2025-04-03,Card,Cancelled,250.04
8585,268,99,2025-09-10,Cash,Delivered,1817.54
8586,362,54,2025-04-15,UPI,Cancelled,1561.11
8587,115,27,2025-05-02,Card,Cancelled,2429.06
8588,549,4,2025-05-06,Cash,Cancelled,2324.98
