delivery_id,order_id,partner_id,delivery_status,delivery_minutes
11500,7854,111,Delivered,90
11501,11362,259,Late,27
11502,10579,217,Late,22
11503,16120,41,Delivered,17
11504,13278,108,Delivered,70
11505,12672,220,Late,44
11506,13475,182,Late,81
11507,11014,142,Late,85
11508,337,79,Delivered,20
11509,14543,209,Late,22
11510,19805,212,Late,40
11511,7221,132,Late,64
11512,11604,11,Delivered,47
11513,1914,219,Delivered,78
11514,19633,106,Late,32
11515,13537,207,Late,15
11516,17869,286,Late,60
11517,15245,272,Delivered,77
11518,17075,107,Late,16
11519,12870,179,Delivered,18
11520,4377,114,Delivered,33
11521,17311,131,Late,54
11522,17001,291,Delivered,86
11523,11638,145,Late,48
11524,11533,223,Delivered,66
11525,8698,132,Late,75
11526,13062,171,Delivered,56
11527,17894,143,Delivered,47
11528,17100,112,Delivered,37
11529,7490,23,Delivered,73
11530,14313,299,Late,67
11531,17433,213,Delivered,70
11532,16168,94,Late,83
11533,9550,1,Late,88
11534,9693,36,Late,83
11535,11914,80,Late,70
11536,10763,4,Late,50
11537,3707,266,Delivered,87
11538,15890,104,Late,68
11539,10311,293,Delivered,78
11540,8515,5,Delivered,17
11541,10036,289,Late,47
11542,17981,90,Late,63
11543,3514,184,Late,32
11544,822,159,Late,69
11545,4328,286,Delivered,70
11546,2148,232,Late,82
11547,10712,48,Late,47
11548,11894,246,Late,54
11549,5211,47,Late,63
11550,12611,276,Late,44
11551,13053,20,Late,52
11552,19019,106,Late,42
11553,12771,267,Late,67
11554,14190,270,Delivered,53
11555,2307,271,Late,70
11556,7686,52,Delivered,42
11557,19576,100,Late,86
11558,12447,277,Delivered,79
11559,2138,111,Late,18
11560,9727,104,Delivered,25
11561,14123,254,Late,59
11562,15854,28,Late,81
11563,15931,91,Delivered,73
11564,16863,203,Late,42
11565,7607,205,Late,69
11566,10086,274,Late,22
11567,1338,228,Late,24
11568,1975,128,Delivered,90
11569,2907,234,Delivered,49
11570,14824,35,Late,44
11571,6264,234,Delivered,84
11572,18396,281,Delivered,16
11573,11328,63,Delivered,73
11574,6691,298,Late,70
11575,7105,244,Late,31
11576,4506,98,Delivered,76
11577,10560,252,Delivered,71
11578,8298,272,Delivered,77
11579,9275,130,Delivered,40
11580,12587,81,Delivered,49
11581,9675,31,Delivered,75
11582,14017,159,Late,86
11583,11814,269,Late,66
11584,15314,159,Delivered,77
11585,5274,14,Late,82
11586,14165,210,Delivered,86
11587,16743,31,Late,32
11588,6694,285,Late,67
11589,14296,221,Delivered,34
11590,1788,185,Late,81
11591,789,151,Late,72
11592,11080,276,Late,21
11593,15343,186,Late,40
11594,19260,69,Delivered,88
11595,13419,297,Delivered,37
11596,15941,116,Delivered,39
11597,8005,186,Late,67
11598,7323,87,Delivered,61
11599,3287,223,Delivered,28
11600,13666,263,Delivered,76
11601,3741,268,Late,76
11602,14121,226,Delivered,43
11603,4030,67,Late,44
11604,7352,46,Late,75
11605,18428,140,Late,86
11606,215,172,Late,33
11607,3243,145,Delivered,57
11608,7997,153,Late,41
11609,9818,279,Late,58
11610,5058,43,Late,76
11611,3980,166,Delivered,27
11612,12304,155,Late,85
11613,14756,266,Late,26
11614,4089,38,Late,62
11615,3192,23,Delivered,17
11616,18156,223,Late,71
11617,16088,207,Late,63
11618,2,88,Late,63
11619,138,82,Late,37
11620,383,195,Late,51
11621,1262,85,Delivered,43
11622,16518,149,Delivered,74
11623,8850,8,Delivered,29
11624,1171,225,Delivered,90
11625,252,137,Delivered,61
11626,2485,243,Late,16
11627,10460,10,Late,45
11628,17244,46,Late,71
11629,13131,240,Late,58
11630,3301,162,Delivered,53
11631,15095,135,Delivered,25
11632,9599,77,Delivered,26
11633,14835,169,Late,24
11634,3797,41,Delivered,86
11635,5912,113,Late,35
11636,13329,182,Late,67
11637,4098,296,Late,89
11638,612,48,Late,27
11639,8565,149,Late,48
11640,4563,30,Late,52
11641,8555,185,Delivered,56
11642,14301,86,Delivered,89
11643,4953,131,Delivered,17
11644,13032,202,Late,31
11645,3639,241,Late,59
11646,12317,4,Delivered,81
11647,17089,165,Delivered,44
11648,603,167,Late,41
11649,15379,14,Late,26
11650,4507,143,Late,46
11651,4735,286,Delivered,17
11652,10479,80,Delivered,72
11653,10612,140,Late,18
11654,15825,106,Late,36
11655,4229,127,Delivered,53
11656,12174,243,Late,86
11657,17607,163,Delivered,15
11658,3661,185,Delivered,60
11659,13506,117,Late,36
11660,7879,111,Late,90
11661,9954,161,Late,44
11662,18666,158,Late,17
11663,8804,209,Delivered,38
11664,793,58,Late,66
11665,7096,230,Late,43
11666,10604,37,Late,34
11667,244,47,Delivered,67
11668,12458,14,Delivered,55
11669,8472,74,Delivered,16
11670,255,117,Delivered,73
11671,11912,252,Delivered,57
11672,10961,222,Late,39
11673,3139,221,Late,34
11674,8669,96,Delivered,38
11675,17895,40,Delivered,59
11676,15482,300,Delivered,90
11677,10520,30,Delivered,83
11678,15586,70,Delivered,81
11679,5279,273,Delivered,52
11680,9618,228,Late,90
11681,18140,61,Delivered,57
11682,19769,94,Delivered,64
11683,4068,17,Late,26
11684,977,209,Late,41
11685,3080,227,Delivered,56
11686,8573,96,Late,16
11687,13522,240,Delivered,66
11688,11563,40,Delivered,54
11689,8377,228,Delivered,46
11690,2015,213,Late,17
11691,6725,18,Late,54
11692,7928,106,Delivered,80
11693,12567,56,Delivered,40
11694,5591,192,Delivered,51
11695,17632,101,Delivered,41
11696,6629,228,Delivered,81
11697,14703,132,Late,21
11698,16882,90,Late,89
11699,3846,288,Late,16
11700,15914,204,Delivered,28
11701,14886,92,Delivered,78
11702,4251,242,Delivered,37
11703,18222,237,Delivered,88
11704,13989,149,Late,50
11705,11920,224,Late,82
11706,842,63,Delivered,30
11707,15276,109,Delivered,24
11708,6508,160,Late,32
11709,2240,135,Late,57
11710,11688,182,Delivered,78
11711,12214,135,Late,37
11712,632,68,Delivered,41
11713,1149,129,Delivered,27
11714,13765,125,Delivered,33
11715,9277,7,Delivered,20
11716,18597,265,Delivered,81
11717,15526,191,Late,90
11718,1228,152,Late,17
11719,15977,35,Delivered,87
11720,19,291,Delivered,78
11721,654,284,Late,77
11722,9932,295,Delivered,30
11723,10645,163,Late,66
11724,10727,275,Delivered,45
11725,10661,30,Late,84
11726,11640,181,Delivered,27
11727,11043,201,Late,60
11728,16009,269,Late,79
11729,2211,238,Delivered,28
11730,3880,228,Delivered,51
11731,7774,227,Delivered,32
11732,18732,238,Delivered,75
11733,6134,30,Delivered,24
11734,18307,299,Delivered,48
11735,8504,217,Late,63
11736,10108,148,Delivered,36
11737,15667,253,Late,69
11738,10618,207,Delivered,38
11739,18477,171,Late,17
11740,3141,256,Delivered,70
11741,5405,15,Delivered,50
11742,10870,262,Delivered,34
11743,11523,181,Late,29
11744,18921,143,Late,60
11745,9228,72,Delivered,25
11746,5421,94,Late,70
11747,17555,230,Late,36
11748,15184,15,Late,20
11749,12712,84,Delivered,36
11750,4003,32,Late,71
11751,9832,283,Late,21
11752,15434,291,Late,40
11753,19085,183,Delivered,59
11754,10723,288,Late,41
11755,5141,264,Late,80
11756,9685,267,Late,84
11757,6484,214,Late,30
11758,6058,122,Late,80
11759,19,233,Late,33
11760,12375,238,Delivered,87
11761,12780,250,Delivered,71
11762,19768,117,Late,86
11763,9892,238,Late,70
11764,12998,92,Late,90
11765,10214,15,Late,30
11766,10457,199,Late,26
11767,18461,189,Late,30
11768,3129,8,Late,49
11769,16472,37,Late,90
11770,2595,298,Late,15
11771,14076,243,Delivered,41
11772,12274,250,Delivered,86
11773,14838,166,Delivered,24
11774,18826,282,Delivered,73
11775,17554,76,Delivered,59
11776,19482,48,Delivered,89
11777,13729,180,Delivered,88
11778,14053,102,Delivered,87
11779,3257,171,Late,50
11780,8915,181,Delivered,42
11781,16364,297,Late,19
11782,13160,95,Late,86
11783,13219,218,Late,31
11784,9369,111,Late,31
11785,15295,6,Delivered,62
11786,15606,27,Late,30
11787,1979,78,Late,16
11788,14642,267,Late,25
11789,18708,263,Delivered,77
11790,8346,75,Delivered,62
11791,4785,248,Late,77
11792,17808,105,Late,21
11793,14836,151,Late,88
11794,5731,157,Delivered,61
11795,4358,217,Delivered,46
11796,9291,270,Delivered,55
11797,11904,255,Delivered,75
11798,15094,120,Delivered,83
11799,15492,252,Delivered,25
11800,6177,21,Late,16
11801,16807,64,Late,57
11802,18914,77,Delivered,59
11803,15403,85,Delivered,61
11804,9021,96,Late,17
11805,8394,251,Delivered,30
11806,2044,235,Late,49
11807,12915,215,Late,66
11808,6143,157,Late,29
11809,17355,239,Delivered,53
11810,6173,80,Delivered,29
11811,19474,272,Late,57
11812,16991,113,Delivered,42
11813,3319,300,Late,50
11814,19356,110,Late,36
11815,11495,177,Late,84
11816,710,38,Late,86
11817,4876,81,Delivered,58
11818,2136,251,Late,19
11819,15775,65,Late,17
11820,8502,181,Delivered,15
11821,4808,116,Delivered,30
11822,6371,61,Delivered,73
11823,18421,11,Late,20
11824,11375,154,Late,49
11825,18756,163,Late,57
11826,10630,166,Late,58
11827,18656,19,Delivered,69
11828,15833,9,Delivered,64
11829,16763,1,Delivered,35
11830,6639,26,Delivered,85
11831,8817,39,Delivered,72
11832,11798,230,Delivered,15
11833,13888,229,Late,15
11834,11295,286,Late,72
11835,14853,13,Delivered,52
11836,11521,98,Late,44
11837,2070,217,Delivered,83
11838,7852,124,Delivered,71
11839,16784,18,Late,66
11840,3086,166,Delivered,56
11841,5119,205,Late,31
11842,13424,26,Delivered,89
11843,16683,27,Delivered,67
11844,13981,290,Late,31
11845,405,96,Late,59
11846,17108,49,Delivered,59
11847,6944,45,Late,82
11848,12892,190,Late,25
11849,17312,255,Delivered,56
11850,1567,135,Delivered,18
11851,8295,19,Late,21
11852,11940,65,Late,75
11853,9507,224,Delivered,89
11854,10718,209,Delivered,84
11855,3100,208,Late,61
11856,18748,80,Delivered,75
11857,2367,130,Late,78
11858,5194,58,Delivered,85
11859,10574,97,Late,18
11860,14333,122,Late,34
11861,9680,141,Delivered,62
11862,13751,138,Late,72
11863,6367,204,Late,54
11864,13435,202,Late,51
11865,13551,105,Delivered,31
11866,10172,213,Late,55
11867,12019,5,Delivered,16
11868,27,264,Late,82
11869,14828,296,Delivered,40
11870,16826,286,Late,37
11871,14790,76,Delivered,33
11872,2540,76,Late,63
11873,706,257,Late,36
11874,5846,46,Late,57
11875,10874,104,Delivered,54
11876,7184,243,Delivered,71
11877,19210,66,Late,60
11878,2838,244,Late,37
11879,14482,210,Delivered,90
11880,8715,53,Late,41
11881,11328,7,Delivered,41
11882,10408,120,Late,34
11883,18865,8,Delivered,89
11884,18707,80,Delivered,37
11885,5056,153,Delivered,68
11886,17430,140,Delivered,46
11887,18822,46,Delivered,33
11888,12825,228,Late,26
11889,1485,253,Late,22
11890,10283,1,Late,43
11891,11135,105,Delivered,83
11892,17090,123,Delivered,51
11893,6495,210,Delivered,48
11894,9880,166,Delivered,34
11895,7173,182,Delivered,40
11896,3818,227,Delivered,22
11897,17730,5,Late,48
11898,11595,200,Delivered,39
11899,3695,84,Delivered,71
11900,18911,148,Late,78
11901,9897,86,Late,47
11902,2558,231,Delivered,79
11903,3332,160,Late,70
11904,15468,251,Delivered,52
11905,1920,71,Delivered,62
11906,12778,53,Late,56
11907,6347,39,Late,87
11908,8455,261,Late,70
11909,9179,276,Late,69
11910,6801,8,Delivered,87
11911,6414,64,Late,20
11912,2743,267,Late,54
11913,8151,292,Delivered,86
11914,4638,260,Late,44
11915,12712,47,Delivered,73
11916,18166,151,Late,33
11917,16635,286,Late,22
11918,6233,121,Late,76
11919,18364,216,Late,78
11920,9941,210,Delivered,79
11921,4608,204,Delivered,49
11922,8325,32,Delivered,18
11923,9728,228,Delivered,69
11924,17435,202,Late,55
11925,10599,201,Delivered,80
11926,19527,31,Late,74
11927,10442,37,Delivered,23
11928,6838,14,Delivered,41
11929,6302,138,Delivered,70
11930,10342,67,Delivered,39
11931,4492,238,Late,41
11932,11814,138,Late,74
11933,2951,247,Delivered,47
11934,19491,173,Delivered,35
11935,12773,211,Delivered,58
11936,7822,218,Late,41
11937,7645,18,Late,70
11938,11053,95,Late,33
11939,17067,244,Late,18
11940,330,165,Delivered,55
11941,10803,159,Late,65
11942,3619,183,Delivered,43
11943,11638,117,Late,64
11944,10703,47,Late,28
11945,1701,94,Late,53
11946,11558,127,Late,23
11947,8472,221,Late,38
11948,17919,33,Delivered,35
11949,4212,7,Delivered,63
11950,4247,94,Late,76
11951,18715,123,Delivered,88
11952,4790,163,Late,86
11953,17495,68,Delivered,46
11954,17021,284,Delivered,37
11955,17226,114,Delivered,17
11956,1533,232,Late,86
11957,11865,197,Late,37
11958,16768,48,Late,63
11959,5821,166,Late,56
11960,403,225,Late,51
11961,6615,220,Late,79
11962,428,208,Delivered,26
11963,10017,299,Delivered,66
11964,3941,238,Late,24
11965,18121,155,Delivered,15
11966,17412,105,Delivered,30
11967,11930,62,Delivered,32
11968,8701,61,Late,45
11969,7475,107,Late,89
11970,19003,200,Late,72
11971,948,117,Late,58
11972,18859,280,Delivered,72
11973,1735,105,Delivered,71
11974,19073,290,Late,31
11975,12983,83,Late,67
11976,725,31,Late,82
11977,588,79,Delivered,87
11978,1056,113,Late,75
11979,6999,125,Delivered,47
11980,5677,270,Late,78
11981,19347,17,Late,43
11982,4869,137,Late,75
11983,14232,137,Delivered,63
11984,3374,26,Delivered,27
11985,19548,21,Late,52
11986,18568,42,Delivered,56
11987,5773,101,Late,65
11988,2227,48,Late,30
11989,8529,163,Delivered,80
11990,525,248,Late,64
11991,7454,12,Late,15
11992,14819,87,Late,85
11993,17233,258,Delivered,24
11994,3648,146,Delivered,37
11995,15488,50,Late,34
11996,5675,10,Late,35
11997,6832,220,Late,29
11998,1054,109,Delivered,47
11999,3667,246,Late,17
12000,7191,128,Delivered,76
12001,3131,227,Late,38
12002,7442,212,Delivered,50
12003,14411,214,Delivered,24
12004,8917,254,Late,72
12005,13181,68,Late,87
12006,1759,228,Delivered,66
12007,9812,186,Late,45
12008,16334,141,Delivered,83
12009,16583,43,Late,57
12010,13785,223,Late,76
12011,8148,89,Late,44
12012,4374,238,Late,81
12013,2158,175,Delivered,39
12014,8856,171,Late,20
12015,5143,152,Late,83
12016,13487,194,Delivered,63
12017,18590,231,Delivered,26
12018,9251,98,Delivered,76
12019,7358,210,Late,90
12020,4742,99,Delivered,15
12021,19159,173,Late,58
12022,28,12,Delivered,63
12023,8727,20,Delivered,54
12024,11142,21,Late,31
12025,3092,116,Late,78
12026,5158,148,Late,90
12027,10947,51,Delivered,62
12028,2235,216,Delivered,43
12029,4746,27,Late,45
12030,11635,14,Late,86
12031,15234,236,Delivered,87
12032,9859,1,Late,70
12033,12916,83,Delivered,27
12034,15220,252,Delivered,65
12035,756,140,Late,45
12036,5449,16,Delivered,83
12037,3298,73,Delivered,61
12038,8271,186,Late,66
12039,4178,278,Delivered,82
12040,14908,77,Delivered,23
12041,3086,33,Delivered,88
12042,19496,266,Delivered,86
12043,11710,231,Delivered,25
12044,19150,202,Late,34
12045,916,57,Delivered,52
12046,13907,102,Delivered,56
12047,632,151,Delivered,85
12048,7088,118,Late,20
12049,8535,103,Late,29
12050,14682,180,Late,59
12051,200,136,Delivered,85
12052,9815,25,Late,70
12053,17975,41,Late,71
12054,3854,2,Delivered,64
12055,5869,24,Late,78
12056,6949,295,Delivered,78
12057,13405,147,Delivered,24
12058,3383,232,Late,54
12059,5700,219,Late,54
12060,14044,123,Delivered,24
12061,4267,204,Late,70
12062,8621,251,Delivered,74
12063,2396,149,Late,61
12064,4781,214,Late,31
12065,19143,275,Delivered,45
12066,7055,67,Delivered,65
12067,8482,150,Late,19
12068,19921,282,Late,20
12069,13718,110,Late,43
12070,6497,96,Late,70
12071,17779,190,Late,59
12072,10250,289,Late,89
12073,14715,227,Late,88
12074,3271,91,Late,39
12075,19010,109,Late,19
12076,13711,152,Delivered,62
12077,5407,114,Delivered,17
12078,9392,207,Late,36
12079,12363,78,Late,23
12080,552,222,Late,45
12081,922,91,Delivered,79
12082,6470,283,Late,65
12083,12748,228,Late,89
12084,13367,131,Delivered,33
12085,14136,192,Late,77
12086,9211,269,Delivered,42
12087,2531,39,Late,44
12088,1336,129,Late,87
12089,3905,142,Delivered,20
12090,19229,246,Late,36
12091,28,220,Delivered,63
12092,14449,33,Delivered,29
12093,18104,201,Late,53
12094,10159,22,Delivered,21
12095,14318,171,Late,87
12096,15024,57,Delivered,27
12097,970,275,Late,38
12098,17328,62,Late,24
12099,16876,49,Late,58
12100,13422,35,Delivered,72
12101,2839,254,Delivered,58
12102,14163,50,Delivered,32
12103,3614,194,Delivered,34
12104,18559,143,Delivered,26
12105,9673,155,Late,85
12106,2388,9,Delivered,47
12107,10481,211,Late,86
12108,5502,94,Delivered,49
12109,72,98,Delivered,45
12110,11922,10,Late,75
12111,16610,260,Late,17
12112,4874,88,Late,74
12113,13752,291,Delivered,61
12114,1454,40,Delivered,67
12115,8296,281,Late,57
12116,16063,235,Late,73
12117,10307,121,Late,74
12118,9522,148,Late,90
12119,3698,282,Delivered,28
12120,15490,50,Late,25
12121,11179,129,Delivered,62
12122,4006,38,Late,70
12123,19193,133,Delivered,33
12124,3486,155,Delivered,74
12125,3928,283,Delivered,17
12126,218,30,Delivered,39
12127,7760,187,Delivered,24
12128,17485,103,Late,50
12129,16192,269,Late,68
12130,1973,39,Late,84
12131,15500,66,Delivered,21
12132,8508,200,Delivered,70
12133,4940,280,Delivered,80
12134,2860,38,Delivered,39
12135,10712,194,Delivered,41
12136,5526,111,Late,26
12137,13666,119,Delivered,42
12138,9193,108,Late,43
12139,13710,203,Late,51
12140,11626,212,Late,64
12141,15720,80,Delivered,55
12142,14648,291,Delivered,87
12143,19624,161,Delivered,67
12144,19508,291,Late,32
12145,17869,244,Delivered,53
12146,18765,110,Late,59
12147,12195,209,Late,61
12148,8142,260,Delivered,59
12149,601,159,Late,22
12150,8079,275,Late,86
12151,8620,130,Late,19
12152,16514,159,Late,90
12153,15837,285,Delivered,46
12154,1141,299,Delivered,57
12155,3937,126,Delivered,50
12156,4238,268,Late,64
12157,18018,266,Late,34
12158,16280,245,Delivered,81
12159,9603,180,Late,15
12160,4039,246,Delivered,34
12161,1505,47,Late,31
12162,4118,40,Late,55
12163,12584,59,Late,85
12164,6704,164,Late,48
12165,6066,258,Delivered,44
12166,10386,125,Late,62
12167,7225,4,Delivered,25
12168,19542,225,Delivered,53
12169,8681,27,Late,34
12170,10391,39,Delivered,64
12171,1349,290,Late,85
12172,281,171,Delivered,84
12173,10346,292,Delivered,57
12174,4937,199,Delivered,40
12175,19367,166,Late,25
12176,6011,69,Late,39
12177,1173,170,Late,62
12178,16407,26,Late,83
12179,5669,169,Late,21
12180,5070,214,Delivered,23
12181,835,92,Delivered,68
12182,6435,178,Late,54
12183,12619,273,Late,26
12184,11613,8,Late,49
12185,5170,104,Delivered,28
12186,18176,68,Late,39
12187,15281,4,Late,50
12188,13830,284,Late,33
12189,1348,3,Delivered,32
12190,8549,264,Late,47
12191,19647,157,Late,45
12192,19118,221,Late,82
12193,14642,132,Late,57
12194,4309,116,Delivered,85
12195,19783,204,Delivered,67
12196,2724,44,Late,75
12197,9471,211,Delivered,51
12198,4690,230,Delivered,59
12199,8623,33,Late,30
12200,12056,230,Delivered,58
12201,2755,190,Late,58
12202,7852,108,Delivered,44
12203,19412,200,Delivered,75
12204,9253,207,Late,76
12205,3444,189,Late,65
12206,10863,5,Late,58
12207,9039,278,Delivered,45
12208,9095,189,Late,73
12209,6716,126,Delivered,41
12210,15522,86,Late,45
12211,8218,104,Delivered,48
12212,18782,94,Late,45
12213,3813,273,Delivered,16
12214,17336,247,Delivered,56
12215,6222,259,Late,59
12216,8867,16,Delivered,29
12217,17422,276,Delivered,86
12218,10692,234,Delivered,61
12219,11184,110,Delivered,36
12220,13024,64,Late,31
12221,12622,61,Late,39
12222,2720,104,Late,67
12223,1807,108,Late,44
12224,17287,9,Delivered,80
12225,19913,260,Delivered,62
12226,4718,124,Late,61
12227,8877,294,Late,16
12228,15415,233,Late,51
12229,8060,66,Delivered,51
12230,11823,231,Delivered,31
12231,12351,222,Delivered,37
12232,17580,198,Delivered,76
12233,9131,260,Late,50
12234,3631,223,Late,52
12235,15554,46,Delivered,69
12236,1716,296,Late,36
12237,8195,147,Late,32
12238,12375,51,Late,84
12239,12586,37,Delivered,76
12240,18261,150,Late,46
12241,7584,195,Late,15
12242,3626,170,Delivered,78
12243,18338,183,Late,22
12244,4190,61,Late,57
12245,12468,126,Delivered,54
12246,13508,91,Delivered,62
12247,9368,263,Late,62
12248,9468,41,Late,81
12249,6933,232,Late,63
12250,1479,287,Late,53
12251,19325,183,Late,59
12252,6090,17,Late,39
12253,18962,294,Late,59
12254,15279,48,Late,24
12255,2607,42,Delivered,47
12256,982,170,Delivered,16
12257,12140,163,Delivered,49
12258,6442,141,Late,60
12259,6932,177,Late,40
12260,19127,215,Late,72
12261,4161,107,Delivered,77
12262,9969,152,Late,41
12263,18269,32,Delivered,30
12264,11725,7,Delivered,61
12265,9634,23,Late,46
12266,8791,212,Late,45
12267,3612,271,Late,20
12268,3495,99,Late,77
12269,3903,300,Late,21
12270,11447,199,Delivered,50
12271,14986,281,Delivered,74
12272,4277,119,Late,60
12273,5153,100,Late,80
12274,9064,12,Delivered,24
12275,3704,282,Delivered,17
12276,7384,84,Delivered,80
12277,9780,103,Delivered,86
12278,16873,191,Late,57
12279,12163,61,Delivered,33
12280,19522,168,Delivered,51
12281,7477,68,Late,60
12282,272,269,Delivered,68
12283,10279,229,Delivered,16
12284,3893,32,Delivered,23
12285,5421,82,Delivered,70
12286,12640,191,Delivered,60
12287,4009,139,Delivered,31
12288,11986,268,Late,50
12289,1793,9,Delivered,86
12290,7466,195,Delivered,72
12291,16479,72,Late,51
12292,1730,186,Delivered,85
12293,15432,105,Late,84
12294,11163,274,Delivered,58
12295,4212,232,Late,64
12296,166,18,Delivered,42
12297,13093,93,Late,78
12298,3612,289,Delivered,71
12299,10230,42,Late,48
12300,448,271,Delivered,49
12301,5222,199,Late,32
12302,3555,104,Delivered,83
12303,9595,41,Delivered,60
12304,2797,293,Late,17
12305,963,197,Delivered,57
12306,12058,126,Late,72
12307,14870,9,Delivered,46
12308,4162,14,Delivered,72
12309,9005,264,Late,70
12310,18605,297,Delivered,52
12311,19060,212,Delivered,18
12312,1583,212,Delivered,49
12313,6637,20,Late,80
12314,1438,124,Late,36
12315,18226,176,Delivered,35
12316,6118,109,Late,36
12317,10090,119,Late,38
12318,19378,226,Late,75
12319,6457,29,Delivered,15
12320,5506,249,Late,73
12321,3540,263,Delivered,57
12322,3886,48,Late,49
12323,3809,146,Delivered,56
12324,18371,187,Delivered,43
12325,9608,274,Delivered,33
12326,1455,281,Delivered,60
12327,3553,18,Delivered,47
12328,10595,236,Delivered,33
12329,14463,78,Late,24
12330,1759,287,Delivered,65
12331,290,9,Late,79
12332,12663,258,Late,33
12333,6054,249,Delivered,50
12334,11994,228,Late,74
12335,17273,185,Delivered,23
12336,12189,51,Late,87
12337,10898,109,Late,41
12338,15196,16,Late,56
12339,1245,139,Delivered,68
12340,15391,31,Late,59
12341,12171,282,Late,41
12342,18390,131,Delivered,56
12343,8296,285,Delivered,22
12344,8631,84,Delivered,32
12345,12994,283,Delivered,74
12346,18906,236,Late,82
12347,6677,4,Late,16
12348,19080,10,Delivered,15
12349,8126,42,Delivered,80
12350,3962,49,Late,53
12351,19380,103,Delivered,23
12352,3084,95,Delivered,82
12353,18719,81,Delivered,54
12354,18434,75,Delivered,84
12355,7897,190,Late,43
12356,16327,42,Delivered,84
12357,2924,29,Late,57
12358,18547,15,Delivered,15
12359,3380,171,Delivered,35
12360,17997,263,Late,45
12361,10941,66,Late,53
12362,18503,129,Delivered,59
12363,3184,72,Delivered,82
12364,9083,195,Delivered,67
12365,11598,175,Late,64
12366,6610,106,Late,22
12367,6049,251,Delivered,82
12368,2789,41,Delivered,60
12369,579,212,Late,20
12370,19091,234,Delivered,88
12371,12256,128,Late,89
12372,15745,286,Delivered,59
12373,18369,34,Delivered,78
12374,12112,161,Late,63
12375,7106,136,Late,86
12376,1333,273,Delivered,64
12377,12872,60,Late,15
12378,8756,123,Late,64
12379,9240,30,Delivered,41
12380,10987,211,Late,75
12381,3494,30,Late,88
12382,14215,65,Delivered,20
12383,8098,78,Delivered,89
12384,12829,27,Delivered,63
12385,17931,101,Late,15
12386,18828,162,Delivered,80
12387,2113,139,Delivered,66
12388,2543,252,Late,70
12389,1690,130,Late,62
12390,3506,136,Late,79
12391,7323,113,Late,62
12392,5995,110,Late,43
12393,16391,29,Delivered,80
12394,4201,70,Late,50
12395,15031,107,Delivered,16
12396,10456,197,Late,77
12397,991,4,Late,55
12398,15499,9,Late,41
12399,6074,116,Late,79
12400,2756,18,Delivered,38
12401,5426,40,Late,18
12402,14223,1,Late,83
12403,8408,79,Late,65
12404,13281,240,Late,37
12405,11736,20,Delivered,55
12406,18380,41,Delivered,29
12407,1194,118,Delivered,59
12408,13781,211,Late,89
12409,12602,139,Delivered,55
12410,19829,169,Late,44
12411,3478,255,Late,85
12412,3325,227,Delivered,63
12413,18588,234,Delivered,60
12414,1941,65,Delivered,81
12415,443,226,Late,59
12416,8996,178,Late,58
12417,10770,20,Delivered,69
12418,4008,251,Delivered,48
12419,4854,236,Late,54
12420,2479,47,Delivered,66
12421,19173,225,Late,24
12422,10193,68,Late,46
12423,10484,87,Delivered,44
12424,4921,192,Late,59
12425,12926,283,Delivered,77
12426,17356,39,Delivered,28
12427,19185,111,Delivered,50
12428,3203,6,Late,52
12429,18694,226,Late,25
12430,11625,96,Late,85
12431,18576,211,Delivered,54
12432,1951,113,Delivered,81
12433,17612,237,Late,70
12434,9586,195,Delivered,61
12435,113,283,Late,64
12436,2294,168,Delivered,75
12437,2898,14,Delivered,88
12438,2210,277,Delivered,74
12439,15290,139,Delivered,54
12440,9338,163,Late,54
12441,12621,60,Late,16
12442,15419,270,Late,37
12443,12117,195,Late,24
12444,571,52,Late,89
12445,15840,242,Late,49
12446,13403,175,Delivered,15
12447,4278,142,Late,54
12448,2742,56,Late,21
12449,4973,281,Late,30
12450,18136,135,Delivered,79
12451,6042,170,Late,70
12452,2926,183,Late,59
12453,5640,131,Delivered,89
12454,16373,234,Late,57
12455,1368,125,Delivered,52
12456,6140,207,Late,28
12457,11233,27,Delivered,51
12458,12049,54,Delivered,44
12459,18850,219,Late,25
12460,4349,142,Delivered,28
12461,5402,128,Late,43
12462,6858,164,Late,26
12463,16265,158,Late,34
12464,11705,4,Delivered,33
12465,7144,205,Delivered,22
12466,19593,171,Late,23
12467,18530,186,Late,52
12468,4810,201,Late,25
12469,9643,117,Late,20
12470,4397,209,Delivered,33
12471,18169,112,Late,25
12472,646,75,Delivered,37
12473,19494,71,Late,69
12474,6657,172,Late,65
12475,10344,150,Delivered,54
12476,18821,64,Delivered,22
12477,15107,84,Delivered,69
12478,379,295,Delivered,60
12479,13240,137,Delivered,33
12480,8420,298,Delivered,61
12481,4425,185,Late,55
12482,1979,192,Late,44
12483,7753,93,Late,17
12484,2541,120,Late,62
12485,12255,9,Delivered,61
12486,2731,169,Late,80
12487,5681,80,Late,51
12488,8437,271,Late,83
12489,17381,188,Late,79
12490,12386,201,Delivered,33
12491,11866,189,Late,45
12492,18424,219,Late,16
12493,9550,103,Delivered,60
12494,7591,202,Delivered,29
12495,10504,239,Late,63
12496,797,260,Delivered,76
12497,2788,295,Delivered,89
12498,8218,249,Delivered,65
12499,15310,149,Late,38
12500,19584,56,Late,69
12501,19222,120,Delivered,53
12502,2189,138,Delivered,76
12503,8614,276,Late,81
12504,15005,134,Delivered,69
